Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.00429583361280242,1.8350913410542E-05,0.205950891302231,0,0,0,35.3025669533502,0.4232985479226,4.86109162149927E-08,-0.00486667134346476,0.401621758001477,-9.81159529779743E-11,0.391340471297013,0,0,0,0,0,0,package://x_omni4wd_description/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/base_link.STL,,base1-1;base2-1;base3-1;base_sensor-1,Coordinate System1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
front_left_wheel_link,0.0348043452069793,1.20736753927986E-14,-1.96509475358653E-14,0,0,0,0.773065436297433,0.00126715558712362,9.44692106061491E-36,-1.02449071894124E-20,0.000640313361347125,-4.33108489598282E-19,0.000640313361347125,0,0,0,0,0,0,package://x_omni4wd_description/meshes/front_left_wheel_link.STL,1,0.949019607843137,0.898039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/front_left_wheel_link.STL,,omni_wheel127-1/omni_wheel127_1-1/whell127-1;omni_wheel127-1/omni_wheel127_2-1/whell127-1;omni_wheel127-1/wheel127_flange-1,Coordinate System2,Axis2,front_left_wheel_link_joint,continuous,0.146755754191312,0.146766203612331,-0.0305,0,0,0.785398163397444,base_link,-1,0,0,,,,,,,,,,,,
roller_wheel_21_1_link,1.66533453693773E-16,-4.16333634234434E-17,0,0,0,0,0.00633345078963702,4.41596689582046E-07,-2.11758236813575E-22,1.80982355914373E-22,3.79745792533149E-07,2.56216260660151E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_1_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_1_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-1,Coordinate System21_1,Axis21_1,roller_wheel_21_1_link_joint,continuous,0.048,0.0534344213373428,-0.0107243935187579,1.5707963267949,1.37272588896799,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_2_link,1.11022302462516E-16,2.77555756156289E-17,0,0,0,0,0.006333450789637,4.41596689582044E-07,-2.34257549475017E-21,2.44033039515933E-22,3.79745792533147E-07,2.69870435162725E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_2_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_2_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-2,Coordinate System21_2,Axis21_2,roller_wheel_21_2_link_joint,continuous,0.048,0.0507499406035168,0.0198668952969505,-1.5707963267949,1.1976681003328,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_3_link,5.55111512312578E-17,1.11022302462516E-16,-5.55111512312578E-17,0,0,0,0.00633345078963702,4.41596689582046E-07,3.63959469523332E-22,1.85288457211878E-22,3.79745792533149E-07,3.30872245021211E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_3_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_3_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-3,Coordinate System21_3,Axis21_3,roller_wheel_21_3_link_joint,continuous,0.0479999999999999,0.0319527123100236,0.0441505852286446,2.61131629917457,0.626469436043706,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_4_link,0,0,0,0,0,0,0.006333450789637,4.41596689582045E-07,-1.6940658945086E-21,2.85769890350579E-22,3.79745792533147E-07,-4.23280023907002E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_4_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_4_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-4,Coordinate System21_4,Axis21_4,roller_wheel_21_4_link_joint,continuous,0.048,0.00301072362517887,0.0544167763033657,-1.5707963267949,0.0552707717546862,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_5_link,1.38777878078145E-16,0,0,0,0,0,0.00633345078963701,4.41596689582045E-07,-1.52201232709757E-21,-6.06714364437134E-22,3.79745792533148E-07,-3.98238482972572E-24,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_5_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_5_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-5,Coordinate System21_5,Axis21_5,roller_wheel_21_5_link_joint,continuous,0.048,-0.0268871485378996,0.0474060253923295,-1.5707963267949,-0.515927892534373,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_6_link,1.11022302462516E-16,2.77555756156289E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,-2.03817302933066E-21,2.3419446900272E-22,3.79745792533148E-07,-1.0188105792243E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_6_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_6_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-6,Coordinate System21_6,Axis21_6,roller_wheel_21_6_link_joint,continuous,0.048,-0.048248541015704,0.0253441963741914,-1.5707963267949,-1.08712655682343,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_7_link,5.55111512312578E-17,6.93889390390723E-18,0,0,0,0,0.00633345078963701,4.41596689582045E-07,-1.44591171074269E-21,-5.34298049104719E-22,3.79745792533148E-07,-1.98747317600796E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_7_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_7_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-7,Coordinate System21_7,Axis21_7,roller_wheel_21_7_link_joint,continuous,0.048,-0.0542913626289187,-0.00476423591922487,1.5707963267949,-1.4832674324773,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_8_link,5.55111512312578E-17,5.55111512312578E-17,0,0,0,0,0.00633345078963703,4.41596689582046E-07,-1.07202607386872E-21,-4.36807671496513E-23,3.79745792533149E-07,-5.76240896143865E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_8_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_8_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-8,Coordinate System21_8,Axis21_8,roller_wheel_21_8_link_joint,continuous,0.048,-0.043097060211885,-0.0333600569707765,1.5707963267949,-0.912068768188242,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_9_link,2.77555756156289E-17,1.11022302462516E-16,0,0,0,0,0.006333450789637,4.41596689582045E-07,-7.14684049245816E-22,9.34982902478653E-25,3.79745792533147E-07,2.23090469937502E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_9_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_9_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-9,Coordinate System21_9,Axis21_9,roller_wheel_21_9_link_joint,continuous,0.048,-0.0182197456868498,-0.0513642956450123,1.5707963267949,-0.340870103899184,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_10_link,1.11022302462516E-16,5.55111512312578E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,-5.09543257332665E-22,-3.71898966813833E-22,3.79745792533148E-07,-2.87577103612191E-24,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_10_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_10_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-10,Coordinate System21_10,Axis21_10,roller_wheel_21_10_link_joint,continuous,0.048,0.0124422093591927,-0.0530607333747339,1.5707963267949,0.230328560389876,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_21_11_link,1.11022302462516E-16,5.55111512312578E-17,1.11022302462516E-16,0,0,0,0.00633345078963702,4.41596689582046E-07,-3.30872245021211E-22,-1.42097190260012E-22,3.79745792533149E-07,-9.90719453352406E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_11_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_21_11_link.STL,,omni_wheel127-1/omni_wheel127_1-1/wheel127_roller-11,Coordinate System21_11,Axis21_11,roller_wheel_21_11_link_joint,continuous,0.048,0.0391538508461463,-0.0379107631672111,1.5707963267949,0.801527224678934,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_22_1_link,1.11022302462516E-16,4.16333634234434E-17,1.11022302462516E-16,0,0,0,0.006333450789637,4.41596689582045E-07,1.98523347012727E-22,-5.42729670607365E-22,3.79745792533147E-07,-3.05747226168106E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_1_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_1_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-1,Coordinate System22_1,Axis22_1,roller_wheel_22_1_link_joint,continuous,0.0249999999999999,-0.0534344213373153,0.0107243935187213,-1.5707963267949,-1.37272588896788,1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_22_2_link,1.11022302462516E-16,2.77555756156289E-17,0,0,0,0,0.00633345078963702,4.41596689582045E-07,-2.76609196837732E-21,2.53548854607831E-22,3.79745792533148E-07,1.33528309975166E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_2_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_2_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-2,Coordinate System22_2,Axis22_2,roller_wheel_22_2_link_joint,continuous,0.0249999999999999,-0.0507499406034929,-0.0198668952969874,1.5707963267949,-1.19766810033292,-1.5707963267949,front_left_wheel_link,1,0,0,,,,,,,,,,,,
roller_wheel_22_3_link,-1.11022302462516E-16,-5.55111512312578E-17,-2.22044604925031E-16,0,0,0,0.00633345078963701,4.41596689582045E-07,2.87197108678411E-21,-4.48406642557648E-23,3.79745792533147E-07,4.88873814389153E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_3_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_3_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-3,Coordinate System22_3,Axis22_3,roller_wheel_22_3_link_joint,continuous,0.0249999999999999,-0.0319527123100024,-0.0441505852286837,1.5707963267949,0.626469436043859,1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_4_link,-5.55111512312578E-17,0,-1.11022302462516E-16,0,0,0,0.00633345078963701,4.41596689582045E-07,2.03982739055577E-21,5.14360233594356E-23,3.79745792533148E-07,-5.78716558254517E-24,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_4_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_4_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-4,Coordinate System22_4,Axis22_4,roller_wheel_22_4_link_joint,continuous,0.0249999999999999,-0.00301072362515872,-0.054416776303408,1.5707963267949,0.0552707717547997,1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_5_link,-5.55111512312578E-17,-1.11022302462516E-16,0,0,0,0,0.00633345078963702,4.41596689582046E-07,1.2837843106823E-21,2.00482816434108E-22,3.79745792533149E-07,5.04572010623116E-24,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_5_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_5_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-5,Coordinate System22_5,Axis22_5,roller_wheel_22_5_link_joint,continuous,0.025,0.0268871485379204,-0.0474060253923753,1.5707963267949,-0.515927892534259,1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_6_link,-5.55111512312578E-17,0,1.11022302462516E-16,0,0,0,0.00633345078963701,4.41596689582045E-07,2.02493813952981E-21,2.28982928255743E-22,3.79745792533148E-07,1.118471512652E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_6_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_6_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-6,Coordinate System22_6,Axis22_6,roller_wheel_22_6_link_joint,continuous,0.0249999999999999,0.0482485410157274,-0.0253441963742396,1.5707963267949,-1.08712655682332,1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_7_link,-5.55111512312578E-17,0,0,0,0,0,0.00633345078963701,4.41596689582045E-07,6.61744490042422E-22,-8.28239572940324E-23,3.79745792533148E-07,-4.97176502468078E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_7_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_7_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-7,Coordinate System22_7,Axis22_7,roller_wheel_22_7_link_joint,continuous,0.025,0.0542913626289455,0.00476423591917602,-1.5707963267949,-1.48326743247742,-1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_8_link,-1.11022302462516E-16,1.11022302462516E-16,0,0,0,0,0.006333450789637,4.41596689582044E-07,1.00585162486448E-21,1.44130184623052E-22,3.79745792533146E-07,5.30444681243015E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_8_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_8_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-8,Coordinate System22_8,Axis22_8,roller_wheel_22_8_link_joint,continuous,0.0249999999999999,0.043097060211915,0.0333600569707289,-1.5707963267949,-0.912068768188356,-1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_9_link,-2.77555756156289E-17,-5.55111512312578E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,9.79381845262785E-22,3.59746102885999E-22,3.79745792533147E-07,1.74445565594216E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_9_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_9_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-9,Coordinate System22_9,Axis22_9,roller_wheel_22_9_link_joint,continuous,0.025,0.018219745686882,0.0513642956449675,-1.5707963267949,-0.340870103899297,-1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_10_link,-5.55111512312578E-17,0,-1.11022302462516E-16,0,0,0,0.00633345078963702,4.41596689582045E-07,5.75717706336907E-22,3.34838102200808E-22,3.79745792533148E-07,1.7814875331017E-24,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_10_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_10_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-10,Coordinate System22_10,Axis22_10,roller_wheel_22_10_link_joint,continuous,0.025,-0.0124422093591605,0.0530607333746926,-1.5707963267949,0.230328560389763,-1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_22_11_link,0,-5.55111512312578E-17,1.11022302462516E-16,0,0,0,0.00633345078963701,4.41596689582045E-07,-5.29395592033938E-23,4.33492218701103E-23,3.79745792533148E-07,2.69468074519937E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_11_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_22_11_link.STL,,omni_wheel127-1/omni_wheel127_2-1/wheel127_roller-11,Coordinate System22_11,Axis22_11,roller_wheel_22_11_link_joint,continuous,0.025,-0.0391538508461158,0.0379107631671728,-1.5707963267949,0.80152722467882,-1.5707963267949,front_left_wheel_link,-1,0,0,,,,,,,,,,,,
rear_left_wheel_link,0.0348043452069792,9.43689570931383E-16,2.3037127760972E-14,0,0,0,0.773065436297434,0.00126715558712362,8.1315162936413E-20,-4.70027056226527E-20,0.000640313361347125,-2.23009081318691E-21,0.000640313361347126,0,0,0,0,0,0,package://x_omni4wd_description/meshes/rear_left_wheel_link.STL,1,0.949019607843137,0.898039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/rear_left_wheel_link.STL,,omni_wheel127-2/omni_wheel127_2-1/whell127-1;omni_wheel127-2/wheel127_flange-1;omni_wheel127-2/omni_wheel127_1-1/whell127-1,Coordinate System3,Axis3,rear_left_wheel_link_joint,continuous,-0.146776208377222,0.146766203612351,-0.0305,0,0,2.35619449019234,base_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_1_link,-5.55111512312578E-17,-2.22044604925031E-16,0,0,0,0,0.006333450789637,4.41596689582045E-07,0,-1.94228294433972E-22,3.79745792533147E-07,-4.80916245430477E-24,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_1_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_1_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-1,Coordinate System31_1,Axis31_1,roller_wheel_31_1_link_joint,continuous,0.0480000000000001,-0.0385373195746659,0.0385373195746918,-1.5707963267949,0.785398163397448,-1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_2_link,0,0,5.55111512312578E-17,0,0,0,0.006333450789637,4.41596689582044E-07,2.5675686213646E-21,1.99680752665129E-22,3.79745792533147E-07,2.59957621966938E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_2_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_2_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-2,Coordinate System31_2,Axis31_2,roller_wheel_31_2_link_joint,continuous,0.048,-0.0532545041954272,0.0115848082806622,-1.5707963267949,1.35659682768644,-1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_3_link,-1.11022302462516E-16,-8.32667268468867E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,2.07787769873321E-21,1.94515764656239E-22,3.79745792533148E-07,7.81266455091852E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_3_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_3_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-3,Coordinate System31_3,Axis31_3,roller_wheel_31_3_link_joint,continuous,0.048,-0.051063760012486,-0.0190457977881259,1.5707963267949,1.21379716161429,1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_4_link,0,-2.77555756156289E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,2.21022659674169E-21,-9.92223882149233E-23,3.79745792533148E-07,1.77317893053804E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_4_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_4_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-4,Coordinate System31_4,Axis31_4,roller_wheel_31_4_link_joint,continuous,0.048,-0.0326606328248674,-0.0436294976303525,1.5707963267949,0.642598497325231,1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_5_link,-5.55111512312578E-17,0,0,0,0,0,0.00633345078963702,4.41596689582046E-07,1.91740465989792E-21,1.93402018318797E-22,3.79745792533149E-07,2.45875178739459E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_5_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_5_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-5,Coordinate System31_5,Axis31_5,roller_wheel_31_5_link_joint,continuous,0.0480000000000001,-0.00388798548435715,-0.0543611402462337,1.5707963267949,0.0713998330361722,1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_6_link,-1.11022302462516E-16,0,0,0,0,0,0.00633345078963701,4.41596689582045E-07,2.01170324972896E-21,2.80702214699969E-22,3.79745792533148E-07,-2.75331981424525E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_6_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_6_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-6,Coordinate System31_6,Axis31_6,roller_wheel_31_6_link_joint,continuous,0.0480000000000001,0.0261190697762441,-0.0478335049313903,1.5707963267949,-0.499798831252888,1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_7_link,0,0,0,0,0,0,0.00633345078963701,4.41596689582045E-07,1.01908651466533E-21,-2.17728867901496E-22,3.79745792533148E-07,1.23728374881326E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_7_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_7_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-7,Coordinate System31_7,Axis31_7,roller_wheel_31_7_link_joint,continuous,0.048,0.0478335049314165,-0.0261190697762179,1.5707963267949,-1.07099749554195,1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_8_link,-5.55111512312578E-17,0,0,0,0,0,0.00633345078963702,4.41596689582046E-07,8.63576559505361E-22,-1.53351671294899E-22,3.79745792533149E-07,4.41927584700829E-23,3.79745792533149E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_8_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_8_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-8,Coordinate System31_8,Axis31_8,roller_wheel_31_8_link_joint,continuous,0.0480000000000001,0.0543611402462598,0.00388798548438329,-1.5707963267949,-1.49939649375879,-1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_9_link,-1.11022302462516E-16,-2.77555756156289E-17,0,0,0,0,0.00633345078963701,4.41596689582045E-07,6.61744490042422E-22,-2.00000404359722E-22,3.79745792533148E-07,-2.99678170800495E-23,3.79745792533148E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_9_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_9_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-9,Coordinate System31_9,Axis31_9,roller_wheel_31_9_link_joint,continuous,0.0480000000000001,0.0436294976303785,0.0326606328248936,-1.5707963267949,-0.928197829469728,-1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
roller_wheel_31_10_link,-5.55111512312578E-17,-5.55111512312578E-17,-5.55111512312578E-17,0,0,0,0.00633345078963701,4.41596689582045E-07,1.19114008207636E-22,2.50200371474241E-22,3.79745792533147E-07,1.33396824421106E-23,3.79745792533147E-07,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_10_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://x_omni4wd_description/meshes/roller_wheel_31_10_link.STL,,omni_wheel127-2/omni_wheel127_1-1/wheel127_roller-10,Coordinate System31_10,Axis31_10,roller_wheel_31_10_link_joint,continuous,0.0480000000000001,0.0190457977881518,0.0510637600125121,-1.5707963267949,-0.356999165180668,-1.5707963267949,rear_left_wheel_link,-1,0,0,,,,,,,,,,,,
